,,,0
cyrillic,pt-serif,"('cyrl.el', 'cyrl.te', 'cyrl.u')",35.0
cyrillic,pt-serif,"('cyrl.el', 'cyrl.te', 'cyrl.ve')",42.0
cyrillic,pt-serif,"('cyrl.el', 'cyrl.te', 'cyrl.ze')",43.0
cyrillic,pt-serif,"('cyrl.el', 'cyrl.u', 'cyrl.ve')",36.0
cyrillic,pt-serif,"('cyrl.el', 'cyrl.u', 'cyrl.ze')",38.0
cyrillic,pt-serif,"('cyrl.el', 'cyrl.ve', 'cyrl.ze')",54.0
cyrillic,pt-serif,"('cyrl.er', 'cyrl.ha', 'cyrl.te')",44.0
cyrillic,pt-serif,"('cyrl.er', 'cyrl.ha', 'cyrl.u')",36.0
cyrillic,pt-serif,"('cyrl.er', 'cyrl.ha', 'cyrl.ve')",46.0
cyrillic,pt-serif,"('cyrl.er', 'cyrl.ha', 'cyrl.ze')",41.0
cyrillic,pt-serif,"('cyrl.er', 'cyrl.te', 'cyrl.u')",24.0
cyrillic,pt-serif,"('cyrl.er', 'cyrl.te', 'cyrl.ve')",45.0
cyrillic,pt-serif,"('cyrl.er', 'cyrl.te', 'cyrl.ze')",29.0
cyrillic,pt-serif,"('cyrl.er', 'cyrl.u', 'cyrl.ve')",44.0
cyrillic,pt-serif,"('cyrl.er', 'cyrl.u', 'cyrl.ze')",36.0
cyrillic,pt-serif,"('cyrl.er', 'cyrl.ve', 'cyrl.ze')",47.0
cyrillic,pt-serif,"('cyrl.ha', 'cyrl.te', 'cyrl.u')",37.0
cyrillic,pt-serif,"('cyrl.ha', 'cyrl.te', 'cyrl.ve')",30.0
cyrillic,pt-serif,"('cyrl.ha', 'cyrl.te', 'cyrl.ze')",41.0
cyrillic,pt-serif,"('cyrl.ha', 'cyrl.u', 'cyrl.ve')",38.0
cyrillic,pt-serif,"('cyrl.ha', 'cyrl.u', 'cyrl.ze')",39.0
cyrillic,pt-serif,"('cyrl.ha', 'cyrl.ve', 'cyrl.ze')",53.0
cyrillic,pt-serif,"('cyrl.te', 'cyrl.u', 'cyrl.ve')",29.0
cyrillic,pt-serif,"('cyrl.te', 'cyrl.u', 'cyrl.ze')",38.0
cyrillic,pt-serif,"('cyrl.te', 'cyrl.ve', 'cyrl.ze')",45.0
cyrillic,pt-serif,"('cyrl.u', 'cyrl.ve', 'cyrl.ze')",53.0
cyrillic,times-new-roman,"('cyrl.a', 'cyrl.be', 'cyrl.hard-sign')",40.0
cyrillic,times-new-roman,"('cyrl.a', 'cyrl.be', 'cyrl.io')",38.0
cyrillic,times-new-roman,"('cyrl.a', 'cyrl.be', 'cyrl.sha')",56.0
cyrillic,times-new-roman,"('cyrl.a', 'cyrl.be', 'cyrl.shcha')",62.0
cyrillic,times-new-roman,"('cyrl.a', 'cyrl.be', 'cyrl.short-i')",55.0
cyrillic,times-new-roman,"('cyrl.a', 'cyrl.be', 'cyrl.tse')",52.0
cyrillic,times-new-roman,"('cyrl.a', 'cyrl.hard-sign', 'cyrl.io')",42.0
cyrillic,times-new-roman,"('cyrl.a', 'cyrl.hard-sign', 'cyrl.sha')",41.0
cyrillic,times-new-roman,"('cyrl.a', 'cyrl.hard-sign', 'cyrl.shcha')",35.0
cyrillic,times-new-roman,"('cyrl.a', 'cyrl.hard-sign', 'cyrl.short-i')",33.0
cyrillic,times-new-roman,"('cyrl.a', 'cyrl.hard-sign', 'cyrl.tse')",37.0
cyrillic,times-new-roman,"('cyrl.a', 'cyrl.io', 'cyrl.sha')",56.0
cyrillic,times-new-roman,"('cyrl.a', 'cyrl.io', 'cyrl.shcha')",53.0
cyrillic,times-new-roman,"('cyrl.a', 'cyrl.io', 'cyrl.short-i')",42.0
cyrillic,times-new-roman,"('cyrl.a', 'cyrl.io', 'cyrl.tse')",55.0
cyrillic,times-new-roman,"('cyrl.a', 'cyrl.sha', 'cyrl.shcha')",70.0
cyrillic,times-new-roman,"('cyrl.a', 'cyrl.sha', 'cyrl.short-i')",50.0
cyrillic,times-new-roman,"('cyrl.a', 'cyrl.sha', 'cyrl.tse')",66.0
cyrillic,times-new-roman,"('cyrl.a', 'cyrl.shcha', 'cyrl.short-i')",53.0
cyrillic,times-new-roman,"('cyrl.a', 'cyrl.shcha', 'cyrl.tse')",70.0
cyrillic,times-new-roman,"('cyrl.a', 'cyrl.short-i', 'cyrl.tse')",52.0
cyrillic,times-new-roman,"('cyrl.be', 'cyrl.hard-sign', 'cyrl.io')",48.0
cyrillic,times-new-roman,"('cyrl.be', 'cyrl.hard-sign', 'cyrl.sha')",38.0
cyrillic,times-new-roman,"('cyrl.be', 'cyrl.hard-sign', 'cyrl.shcha')",41.0
cyrillic,times-new-roman,"('cyrl.be', 'cyrl.hard-sign', 'cyrl.short-i')",35.0
cyrillic,times-new-roman,"('cyrl.be', 'cyrl.hard-sign', 'cyrl.tse')",47.0
cyrillic,times-new-roman,"('cyrl.be', 'cyrl.io', 'cyrl.sha')",51.0
cyrillic,times-new-roman,"('cyrl.be', 'cyrl.io', 'cyrl.shcha')",50.0
cyrillic,times-new-roman,"('cyrl.be', 'cyrl.io', 'cyrl.short-i')",44.0
cyrillic,times-new-roman,"('cyrl.be', 'cyrl.io', 'cyrl.tse')",54.0
cyrillic,times-new-roman,"('cyrl.be', 'cyrl.sha', 'cyrl.shcha')",70.0
cyrillic,times-new-roman,"('cyrl.be', 'cyrl.sha', 'cyrl.short-i')",51.0
cyrillic,times-new-roman,"('cyrl.be', 'cyrl.sha', 'cyrl.tse')",71.0
cyrillic,times-new-roman,"('cyrl.be', 'cyrl.shcha', 'cyrl.short-i')",59.0
cyrillic,times-new-roman,"('cyrl.be', 'cyrl.shcha', 'cyrl.tse')",72.0
cyrillic,times-new-roman,"('cyrl.be', 'cyrl.short-i', 'cyrl.tse')",56.0
cyrillic,times-new-roman,"('cyrl.hard-sign', 'cyrl.io', 'cyrl.sha')",35.0
cyrillic,times-new-roman,"('cyrl.hard-sign', 'cyrl.io', 'cyrl.shcha')",50.0
cyrillic,times-new-roman,"('cyrl.hard-sign', 'cyrl.io', 'cyrl.short-i')",32.0
cyrillic,times-new-roman,"('cyrl.hard-sign', 'cyrl.io', 'cyrl.tse')",45.0
cyrillic,times-new-roman,"('cyrl.hard-sign', 'cyrl.sha', 'cyrl.shcha')",68.0
cyrillic,times-new-roman,"('cyrl.hard-sign', 'cyrl.sha', 'cyrl.short-i')",45.0
cyrillic,times-new-roman,"('cyrl.hard-sign', 'cyrl.sha', 'cyrl.tse')",62.0
cyrillic,times-new-roman,"('cyrl.hard-sign', 'cyrl.shcha', 'cyrl.short-i')",40.0
cyrillic,times-new-roman,"('cyrl.hard-sign', 'cyrl.shcha', 'cyrl.tse')",66.0
cyrillic,times-new-roman,"('cyrl.hard-sign', 'cyrl.short-i', 'cyrl.tse')",47.0
cyrillic,times-new-roman,"('cyrl.io', 'cyrl.sha', 'cyrl.shcha')",69.0
cyrillic,times-new-roman,"('cyrl.io', 'cyrl.sha', 'cyrl.short-i')",50.0
cyrillic,times-new-roman,"('cyrl.io', 'cyrl.sha', 'cyrl.tse')",67.0
cyrillic,times-new-roman,"('cyrl.io', 'cyrl.shcha', 'cyrl.short-i')",49.0
cyrillic,times-new-roman,"('cyrl.io', 'cyrl.shcha', 'cyrl.tse')",69.0
cyrillic,times-new-roman,"('cyrl.io', 'cyrl.short-i', 'cyrl.tse')",48.0
cyrillic,times-new-roman,"('cyrl.sha', 'cyrl.shcha', 'cyrl.short-i')",70.0
cyrillic,times-new-roman,"('cyrl.sha', 'cyrl.shcha', 'cyrl.tse')",36.0
cyrillic,times-new-roman,"('cyrl.sha', 'cyrl.short-i', 'cyrl.tse')",53.0
cyrillic,times-new-roman,"('cyrl.shcha', 'cyrl.short-i', 'cyrl.tse')",64.0
cyrillic,verdana,"('cyrl.a', 'cyrl.che', 'cyrl.ha')",44.0
cyrillic,verdana,"('cyrl.a', 'cyrl.che', 'cyrl.hard-sign')",31.0
cyrillic,verdana,"('cyrl.a', 'cyrl.che', 'cyrl.i')",26.0
cyrillic,verdana,"('cyrl.a', 'cyrl.che', 'cyrl.soft-sign')",33.0
cyrillic,verdana,"('cyrl.a', 'cyrl.che', 'cyrl.ve')",41.0
cyrillic,verdana,"('cyrl.a', 'cyrl.che', 'cyrl.yeru')",31.0
cyrillic,verdana,"('cyrl.a', 'cyrl.ha', 'cyrl.hard-sign')",42.0
cyrillic,verdana,"('cyrl.a', 'cyrl.ha', 'cyrl.i')",39.0
cyrillic,verdana,"('cyrl.a', 'cyrl.ha', 'cyrl.soft-sign')",53.0
cyrillic,verdana,"('cyrl.a', 'cyrl.ha', 'cyrl.ve')",49.0
cyrillic,verdana,"('cyrl.a', 'cyrl.ha', 'cyrl.yeru')",47.0
cyrillic,verdana,"('cyrl.a', 'cyrl.hard-sign', 'cyrl.i')",38.0
cyrillic,verdana,"('cyrl.a', 'cyrl.hard-sign', 'cyrl.soft-sign')",53.0
cyrillic,verdana,"('cyrl.a', 'cyrl.hard-sign', 'cyrl.ve')",28.0
cyrillic,verdana,"('cyrl.a', 'cyrl.hard-sign', 'cyrl.yeru')",32.0
cyrillic,verdana,"('cyrl.a', 'cyrl.i', 'cyrl.soft-sign')",39.0
cyrillic,verdana,"('cyrl.a', 'cyrl.i', 'cyrl.ve')",45.0
cyrillic,verdana,"('cyrl.a', 'cyrl.i', 'cyrl.yeru')",34.0
cyrillic,verdana,"('cyrl.a', 'cyrl.soft-sign', 'cyrl.ve')",31.0
cyrillic,verdana,"('cyrl.a', 'cyrl.soft-sign', 'cyrl.yeru')",42.0
cyrillic,verdana,"('cyrl.a', 'cyrl.ve', 'cyrl.yeru')",26.0
cyrillic,verdana,"('cyrl.che', 'cyrl.ha', 'cyrl.hard-sign')",32.0
cyrillic,verdana,"('cyrl.che', 'cyrl.ha', 'cyrl.i')",31.0
cyrillic,verdana,"('cyrl.che', 'cyrl.ha', 'cyrl.soft-sign')",37.0
cyrillic,verdana,"('cyrl.che', 'cyrl.ha', 'cyrl.ve')",38.0
cyrillic,verdana,"('cyrl.che', 'cyrl.ha', 'cyrl.yeru')",34.0
cyrillic,verdana,"('cyrl.che', 'cyrl.hard-sign', 'cyrl.i')",28.0
cyrillic,verdana,"('cyrl.che', 'cyrl.hard-sign', 'cyrl.soft-sign')",55.0
cyrillic,verdana,"('cyrl.che', 'cyrl.hard-sign', 'cyrl.ve')",39.0
cyrillic,verdana,"('cyrl.che', 'cyrl.hard-sign', 'cyrl.yeru')",43.0
cyrillic,verdana,"('cyrl.che', 'cyrl.i', 'cyrl.soft-sign')",31.0
cyrillic,verdana,"('cyrl.che', 'cyrl.i', 'cyrl.ve')",32.0
cyrillic,verdana,"('cyrl.che', 'cyrl.i', 'cyrl.yeru')",22.0
cyrillic,verdana,"('cyrl.che', 'cyrl.soft-sign', 'cyrl.ve')",40.0
cyrillic,verdana,"('cyrl.che', 'cyrl.soft-sign', 'cyrl.yeru')",47.0
cyrillic,verdana,"('cyrl.che', 'cyrl.ve', 'cyrl.yeru')",38.0
cyrillic,verdana,"('cyrl.ha', 'cyrl.hard-sign', 'cyrl.i')",43.0
cyrillic,verdana,"('cyrl.ha', 'cyrl.hard-sign', 'cyrl.soft-sign')",54.0
cyrillic,verdana,"('cyrl.ha', 'cyrl.hard-sign', 'cyrl.ve')",42.0
cyrillic,verdana,"('cyrl.ha', 'cyrl.hard-sign', 'cyrl.yeru')",48.0
cyrillic,verdana,"('cyrl.ha', 'cyrl.i', 'cyrl.soft-sign')",37.0
cyrillic,verdana,"('cyrl.ha', 'cyrl.i', 'cyrl.ve')",36.0
cyrillic,verdana,"('cyrl.ha', 'cyrl.i', 'cyrl.yeru')",41.0
cyrillic,verdana,"('cyrl.ha', 'cyrl.soft-sign', 'cyrl.ve')",50.0
cyrillic,verdana,"('cyrl.ha', 'cyrl.soft-sign', 'cyrl.yeru')",48.0
cyrillic,verdana,"('cyrl.ha', 'cyrl.ve', 'cyrl.yeru')",47.0
cyrillic,verdana,"('cyrl.hard-sign', 'cyrl.i', 'cyrl.soft-sign')",53.0
cyrillic,verdana,"('cyrl.hard-sign', 'cyrl.i', 'cyrl.ve')",43.0
cyrillic,verdana,"('cyrl.hard-sign', 'cyrl.i', 'cyrl.yeru')",45.0
cyrillic,verdana,"('cyrl.hard-sign', 'cyrl.soft-sign', 'cyrl.ve')",43.0
cyrillic,verdana,"('cyrl.hard-sign', 'cyrl.soft-sign', 'cyrl.yeru')",42.0
cyrillic,verdana,"('cyrl.hard-sign', 'cyrl.ve', 'cyrl.yeru')",37.0
cyrillic,verdana,"('cyrl.i', 'cyrl.soft-sign', 'cyrl.ve')",45.0
cyrillic,verdana,"('cyrl.i', 'cyrl.soft-sign', 'cyrl.yeru')",41.0
cyrillic,verdana,"('cyrl.i', 'cyrl.ve', 'cyrl.yeru')",36.0
cyrillic,verdana,"('cyrl.soft-sign', 'cyrl.ve', 'cyrl.yeru')",40.0
devanagari,adobe-devanagari,"('deva.A', 'deva.Ba', 'deva.Gha')",27.0
devanagari,adobe-devanagari,"('deva.A', 'deva.Ba', 'deva.Kha')",27.0
devanagari,adobe-devanagari,"('deva.A', 'deva.Ba', 'deva.Ra')",19.0
devanagari,adobe-devanagari,"('deva.A', 'deva.Ba', 'deva.Sa')",25.0
devanagari,adobe-devanagari,"('deva.A', 'deva.Ba', 'deva.Ssa')",45.0
devanagari,adobe-devanagari,"('deva.A', 'deva.Ba', 'deva.Ta')",33.0
devanagari,adobe-devanagari,"('deva.A', 'deva.Gha', 'deva.Kha')",24.0
devanagari,adobe-devanagari,"('deva.A', 'deva.Gha', 'deva.Ra')",22.0
devanagari,adobe-devanagari,"('deva.A', 'deva.Gha', 'deva.Sa')",23.0
devanagari,adobe-devanagari,"('deva.A', 'deva.Gha', 'deva.Ssa')",31.0
devanagari,adobe-devanagari,"('deva.A', 'deva.Gha', 'deva.Ta')",21.0
devanagari,adobe-devanagari,"('deva.A', 'deva.Kha', 'deva.Ra')",29.0
devanagari,adobe-devanagari,"('deva.A', 'deva.Kha', 'deva.Sa')",35.0
devanagari,adobe-devanagari,"('deva.A', 'deva.Kha', 'deva.Ssa')",22.0
devanagari,adobe-devanagari,"('deva.A', 'deva.Kha', 'deva.Ta')",26.0
devanagari,adobe-devanagari,"('deva.A', 'deva.Ra', 'deva.Sa')",35.0
devanagari,adobe-devanagari,"('deva.A', 'deva.Ra', 'deva.Ssa')",22.0
devanagari,adobe-devanagari,"('deva.A', 'deva.Ra', 'deva.Ta')",31.0
devanagari,adobe-devanagari,"('deva.A', 'deva.Sa', 'deva.Ssa')",24.0
devanagari,adobe-devanagari,"('deva.A', 'deva.Sa', 'deva.Ta')",30.0
devanagari,adobe-devanagari,"('deva.A', 'deva.Ssa', 'deva.Ta')",26.0
devanagari,adobe-devanagari,"('deva.Ba', 'deva.Gha', 'deva.Kha')",20.0
devanagari,adobe-devanagari,"('deva.Ba', 'deva.Gha', 'deva.Ra')",31.0
devanagari,adobe-devanagari,"('deva.Ba', 'deva.Gha', 'deva.Sa')",23.0
devanagari,adobe-devanagari,"('deva.Ba', 'deva.Gha', 'deva.Ssa')",36.0
devanagari,adobe-devanagari,"('deva.Ba', 'deva.Gha', 'deva.Ta')",20.0
devanagari,adobe-devanagari,"('deva.Ba', 'deva.Kha', 'deva.Ra')",28.0
devanagari,adobe-devanagari,"('deva.Ba', 'deva.Kha', 'deva.Sa')",35.0
devanagari,adobe-devanagari,"('deva.Ba', 'deva.Kha', 'deva.Ssa')",41.0
devanagari,adobe-devanagari,"('deva.Ba', 'deva.Kha', 'deva.Ta')",21.0
devanagari,adobe-devanagari,"('deva.Ba', 'deva.Ra', 'deva.Sa')",34.0
devanagari,adobe-devanagari,"('deva.Ba', 'deva.Ra', 'deva.Ssa')",46.0
devanagari,adobe-devanagari,"('deva.Ba', 'deva.Ra', 'deva.Ta')",30.0
devanagari,adobe-devanagari,"('deva.Ba', 'deva.Sa', 'deva.Ssa')",41.0
devanagari,adobe-devanagari,"('deva.Ba', 'deva.Sa', 'deva.Ta')",29.0
devanagari,adobe-devanagari,"('deva.Ba', 'deva.Ssa', 'deva.Ta')",40.0
devanagari,adobe-devanagari,"('deva.Gha', 'deva.Kha', 'deva.Ra')",27.0
devanagari,adobe-devanagari,"('deva.Gha', 'deva.Kha', 'deva.Sa')",39.0
devanagari,adobe-devanagari,"('deva.Gha', 'deva.Kha', 'deva.Ssa')",27.0
devanagari,adobe-devanagari,"('deva.Gha', 'deva.Kha', 'deva.Ta')",18.0
devanagari,adobe-devanagari,"('deva.Gha', 'deva.Ra', 'deva.Sa')",27.0
devanagari,adobe-devanagari,"('deva.Gha', 'deva.Ra', 'deva.Ssa')",31.0
devanagari,adobe-devanagari,"('deva.Gha', 'deva.Ra', 'deva.Ta')",31.0
devanagari,adobe-devanagari,"('deva.Gha', 'deva.Sa', 'deva.Ssa')",23.0
devanagari,adobe-devanagari,"('deva.Gha', 'deva.Sa', 'deva.Ta')",20.0
devanagari,adobe-devanagari,"('deva.Gha', 'deva.Ssa', 'deva.Ta')",22.0
devanagari,adobe-devanagari,"('deva.Kha', 'deva.Ra', 'deva.Sa')",22.0
devanagari,adobe-devanagari,"('deva.Kha', 'deva.Ra', 'deva.Ssa')",36.0
devanagari,adobe-devanagari,"('deva.Kha', 'deva.Ra', 'deva.Ta')",22.0
devanagari,adobe-devanagari,"('deva.Kha', 'deva.Sa', 'deva.Ssa')",34.0
devanagari,adobe-devanagari,"('deva.Kha', 'deva.Sa', 'deva.Ta')",34.0
devanagari,adobe-devanagari,"('deva.Kha', 'deva.Ssa', 'deva.Ta')",23.0
devanagari,adobe-devanagari,"('deva.Ra', 'deva.Sa', 'deva.Ssa')",29.0
devanagari,adobe-devanagari,"('deva.Ra', 'deva.Sa', 'deva.Ta')",23.0
devanagari,adobe-devanagari,"('deva.Ra', 'deva.Ssa', 'deva.Ta')",23.0
devanagari,adobe-devanagari,"('deva.Sa', 'deva.Ssa', 'deva.Ta')",24.0
devanagari,devanagari-mt,"('deva.Ca', 'deva.Cha', 'deva.Dda')",25.0
devanagari,devanagari-mt,"('deva.Ca', 'deva.Cha', 'deva.Dha')",39.0
devanagari,devanagari-mt,"('deva.Ca', 'deva.Cha', 'deva.Gha')",37.0
devanagari,devanagari-mt,"('deva.Ca', 'deva.Cha', 'deva.Ha')",28.0
devanagari,devanagari-mt,"('deva.Ca', 'deva.Cha', 'deva.Tta')",21.0
devanagari,devanagari-mt,"('deva.Ca', 'deva.Cha', 'deva.U')",35.0
devanagari,devanagari-mt,"('deva.Ca', 'deva.Dda', 'deva.Dha')",20.0
devanagari,devanagari-mt,"('deva.Ca', 'deva.Dda', 'deva.Gha')",32.0
devanagari,devanagari-mt,"('deva.Ca', 'deva.Dda', 'deva.Ha')",45.0
devanagari,devanagari-mt,"('deva.Ca', 'deva.Dda', 'deva.Tta')",42.0
devanagari,devanagari-mt,"('deva.Ca', 'deva.Dda', 'deva.U')",40.0
devanagari,devanagari-mt,"('deva.Ca', 'deva.Dha', 'deva.Gha')",35.0
devanagari,devanagari-mt,"('deva.Ca', 'deva.Dha', 'deva.Ha')",20.0
devanagari,devanagari-mt,"('deva.Ca', 'deva.Dha', 'deva.Tta')",19.0
devanagari,devanagari-mt,"('deva.Ca', 'deva.Dha', 'deva.U')",24.0
devanagari,devanagari-mt,"('deva.Ca', 'deva.Gha', 'deva.Ha')",27.0
devanagari,devanagari-mt,"('deva.Ca', 'deva.Gha', 'deva.Tta')",35.0
devanagari,devanagari-mt,"('deva.Ca', 'deva.Gha', 'deva.U')",34.0
devanagari,devanagari-mt,"('deva.Ca', 'deva.Ha', 'deva.Tta')",33.0
devanagari,devanagari-mt,"('deva.Ca', 'deva.Ha', 'deva.U')",33.0
devanagari,devanagari-mt,"('deva.Ca', 'deva.Tta', 'deva.U')",39.0
devanagari,devanagari-mt,"('deva.Cha', 'deva.Dda', 'deva.Dha')",42.0
devanagari,devanagari-mt,"('deva.Cha', 'deva.Dda', 'deva.Gha')",38.0
devanagari,devanagari-mt,"('deva.Cha', 'deva.Dda', 'deva.Ha')",44.0
devanagari,devanagari-mt,"('deva.Cha', 'deva.Dda', 'deva.Tta')",47.0
devanagari,devanagari-mt,"('deva.Cha', 'deva.Dda', 'deva.U')",29.0
devanagari,devanagari-mt,"('deva.Cha', 'deva.Dha', 'deva.Gha')",39.0
devanagari,devanagari-mt,"('deva.Cha', 'deva.Dha', 'deva.Ha')",39.0
devanagari,devanagari-mt,"('deva.Cha', 'deva.Dha', 'deva.Tta')",42.0
devanagari,devanagari-mt,"('deva.Cha', 'deva.Dha', 'deva.U')",38.0
devanagari,devanagari-mt,"('deva.Cha', 'deva.Gha', 'deva.Ha')",36.0
devanagari,devanagari-mt,"('deva.Cha', 'deva.Gha', 'deva.Tta')",38.0
devanagari,devanagari-mt,"('deva.Cha', 'deva.Gha', 'deva.U')",32.0
devanagari,devanagari-mt,"('deva.Cha', 'deva.Ha', 'deva.Tta')",29.0
devanagari,devanagari-mt,"('deva.Cha', 'deva.Ha', 'deva.U')",20.0
devanagari,devanagari-mt,"('deva.Cha', 'deva.Tta', 'deva.U')",24.0
devanagari,devanagari-mt,"('deva.Dda', 'deva.Dha', 'deva.Gha')",47.0
devanagari,devanagari-mt,"('deva.Dda', 'deva.Dha', 'deva.Ha')",38.0
devanagari,devanagari-mt,"('deva.Dda', 'deva.Dha', 'deva.Tta')",40.0
devanagari,devanagari-mt,"('deva.Dda', 'deva.Dha', 'deva.U')",29.0
devanagari,devanagari-mt,"('deva.Dda', 'deva.Gha', 'deva.Ha')",34.0
devanagari,devanagari-mt,"('deva.Dda', 'deva.Gha', 'deva.Tta')",38.0
devanagari,devanagari-mt,"('deva.Dda', 'deva.Gha', 'deva.U')",29.0
devanagari,devanagari-mt,"('deva.Dda', 'deva.Ha', 'deva.Tta')",26.0
devanagari,devanagari-mt,"('deva.Dda', 'deva.Ha', 'deva.U')",31.0
devanagari,devanagari-mt,"('deva.Dda', 'deva.Tta', 'deva.U')",27.0
devanagari,devanagari-mt,"('deva.Dha', 'deva.Gha', 'deva.Ha')",45.0
devanagari,devanagari-mt,"('deva.Dha', 'deva.Gha', 'deva.Tta')",45.0
devanagari,devanagari-mt,"('deva.Dha', 'deva.Gha', 'deva.U')",42.0
devanagari,devanagari-mt,"('deva.Dha', 'deva.Ha', 'deva.Tta')",28.0
devanagari,devanagari-mt,"('deva.Dha', 'deva.Ha', 'deva.U')",24.0
devanagari,devanagari-mt,"('deva.Dha', 'deva.Tta', 'deva.U')",29.0
devanagari,devanagari-mt,"('deva.Gha', 'deva.Ha', 'deva.Tta')",30.0
devanagari,devanagari-mt,"('deva.Gha', 'deva.Ha', 'deva.U')",24.0
devanagari,devanagari-mt,"('deva.Gha', 'deva.Tta', 'deva.U')",28.0
devanagari,devanagari-mt,"('deva.Ha', 'deva.Tta', 'deva.U')",30.0
devanagari,ek-mukta,"('deva.Bha', 'deva.Ddha', 'deva.E')",24.0
devanagari,ek-mukta,"('deva.Bha', 'deva.Ddha', 'deva.Ja')",36.0
devanagari,ek-mukta,"('deva.Bha', 'deva.Ddha', 'deva.Ka')",25.0
devanagari,ek-mukta,"('deva.Bha', 'deva.Ddha', 'deva.Ma')",51.0
devanagari,ek-mukta,"('deva.Bha', 'deva.Ddha', 'deva.Na')",41.0
devanagari,ek-mukta,"('deva.Bha', 'deva.Ddha', 'deva.Sha')",38.0
devanagari,ek-mukta,"('deva.Bha', 'deva.E', 'deva.Ja')",40.0
devanagari,ek-mukta,"('deva.Bha', 'deva.E', 'deva.Ka')",36.0
devanagari,ek-mukta,"('deva.Bha', 'deva.E', 'deva.Ma')",51.0
devanagari,ek-mukta,"('deva.Bha', 'deva.E', 'deva.Na')",46.0
devanagari,ek-mukta,"('deva.Bha', 'deva.E', 'deva.Sha')",41.0
devanagari,ek-mukta,"('deva.Bha', 'deva.Ja', 'deva.Ka')",28.0
devanagari,ek-mukta,"('deva.Bha', 'deva.Ja', 'deva.Ma')",45.0
devanagari,ek-mukta,"('deva.Bha', 'deva.Ja', 'deva.Na')",27.0
devanagari,ek-mukta,"('deva.Bha', 'deva.Ja', 'deva.Sha')",28.0
devanagari,ek-mukta,"('deva.Bha', 'deva.Ka', 'deva.Ma')",47.0
devanagari,ek-mukta,"('deva.Bha', 'deva.Ka', 'deva.Na')",41.0
devanagari,ek-mukta,"('deva.Bha', 'deva.Ka', 'deva.Sha')",28.0
devanagari,ek-mukta,"('deva.Bha', 'deva.Ma', 'deva.Na')",33.0
devanagari,ek-mukta,"('deva.Bha', 'deva.Ma', 'deva.Sha')",46.0
devanagari,ek-mukta,"('deva.Bha', 'deva.Na', 'deva.Sha')",34.0
devanagari,ek-mukta,"('deva.Ddha', 'deva.E', 'deva.Ja')",39.0
devanagari,ek-mukta,"('deva.Ddha', 'deva.E', 'deva.Ka')",47.0
devanagari,ek-mukta,"('deva.Ddha', 'deva.E', 'deva.Ma')",31.0
devanagari,ek-mukta,"('deva.Ddha', 'deva.E', 'deva.Na')",26.0
devanagari,ek-mukta,"('deva.Ddha', 'deva.E', 'deva.Sha')",28.0
devanagari,ek-mukta,"('deva.Ddha', 'deva.Ja', 'deva.Ka')",34.0
devanagari,ek-mukta,"('deva.Ddha', 'deva.Ja', 'deva.Ma')",40.0
devanagari,ek-mukta,"('deva.Ddha', 'deva.Ja', 'deva.Na')",44.0
devanagari,ek-mukta,"('deva.Ddha', 'deva.Ja', 'deva.Sha')",28.0
devanagari,ek-mukta,"('deva.Ddha', 'deva.Ka', 'deva.Ma')",27.0
devanagari,ek-mukta,"('deva.Ddha', 'deva.Ka', 'deva.Na')",26.0
devanagari,ek-mukta,"('deva.Ddha', 'deva.Ka', 'deva.Sha')",35.0
