,,,0
devanagari,nirmala-ui,"('deva.Da', 'deva.Nga', 'deva.Tta')",42.0
devanagari,nirmala-ui,"('deva.Da', 'deva.Nga', 'deva.Ttha')",36.0
devanagari,nirmala-ui,"('deva.Da', 'deva.Nga', 'deva.U')",19.0
devanagari,nirmala-ui,"('deva.Da', 'deva.Tta', 'deva.Ttha')",27.0
devanagari,nirmala-ui,"('deva.Da', 'deva.Tta', 'deva.U')",43.0
devanagari,nirmala-ui,"('deva.Da', 'deva.Ttha', 'deva.U')",34.0
devanagari,nirmala-ui,"('deva.Dha', 'deva.La', 'deva.Nga')",29.0
devanagari,nirmala-ui,"('deva.Dha', 'deva.La', 'deva.Tta')",29.0
devanagari,nirmala-ui,"('deva.Dha', 'deva.La', 'deva.Ttha')",34.0
devanagari,nirmala-ui,"('deva.Dha', 'deva.La', 'deva.U')",28.0
devanagari,nirmala-ui,"('deva.Dha', 'deva.Nga', 'deva.Tta')",27.0
devanagari,nirmala-ui,"('deva.Dha', 'deva.Nga', 'deva.Ttha')",21.0
devanagari,nirmala-ui,"('deva.Dha', 'deva.Nga', 'deva.U')",23.0
devanagari,nirmala-ui,"('deva.Dha', 'deva.Tta', 'deva.Ttha')",48.0
devanagari,nirmala-ui,"('deva.Dha', 'deva.Tta', 'deva.U')",28.0
devanagari,nirmala-ui,"('deva.Dha', 'deva.Ttha', 'deva.U')",28.0
devanagari,nirmala-ui,"('deva.La', 'deva.Nga', 'deva.Tta')",19.0
devanagari,nirmala-ui,"('deva.La', 'deva.Nga', 'deva.Ttha')",18.0
devanagari,nirmala-ui,"('deva.La', 'deva.Nga', 'deva.U')",36.0
devanagari,nirmala-ui,"('deva.La', 'deva.Tta', 'deva.Ttha')",44.0
devanagari,nirmala-ui,"('deva.La', 'deva.Tta', 'deva.U')",30.0
devanagari,nirmala-ui,"('deva.La', 'deva.Ttha', 'deva.U')",34.0
devanagari,nirmala-ui,"('deva.Nga', 'deva.Tta', 'deva.Ttha')",43.0
devanagari,nirmala-ui,"('deva.Nga', 'deva.Tta', 'deva.U')",19.0
devanagari,nirmala-ui,"('deva.Nga', 'deva.Ttha', 'deva.U')",27.0
devanagari,nirmala-ui,"('deva.Tta', 'deva.Ttha', 'deva.U')",41.0
latin,arial,"('latn.a', 'latn.e', 'latn.l')",65.0
latin,arial,"('latn.a', 'latn.e', 'latn.p')",52.0
latin,arial,"('latn.a', 'latn.e', 'latn.s')",48.0
latin,arial,"('latn.a', 'latn.e', 'latn.t')",65.0
latin,arial,"('latn.a', 'latn.e', 'latn.y')",62.0
latin,arial,"('latn.a', 'latn.e', 'latn.z')",64.0
latin,arial,"('latn.a', 'latn.l', 'latn.p')",51.0
latin,arial,"('latn.a', 'latn.l', 'latn.s')",60.0
latin,arial,"('latn.a', 'latn.l', 'latn.t')",56.0
latin,arial,"('latn.a', 'latn.l', 'latn.y')",39.0
latin,arial,"('latn.a', 'latn.l', 'latn.z')",39.0
latin,arial,"('latn.a', 'latn.p', 'latn.s')",52.0
latin,arial,"('latn.a', 'latn.p', 'latn.t')",50.0
latin,arial,"('latn.a', 'latn.p', 'latn.y')",34.0
latin,arial,"('latn.a', 'latn.p', 'latn.z')",42.0
latin,arial,"('latn.a', 'latn.s', 'latn.t')",62.0
latin,arial,"('latn.a', 'latn.s', 'latn.y')",59.0
latin,arial,"('latn.a', 'latn.s', 'latn.z')",39.0
latin,arial,"('latn.a', 'latn.t', 'latn.y')",37.0
latin,arial,"('latn.a', 'latn.t', 'latn.z')",44.0
latin,arial,"('latn.a', 'latn.y', 'latn.z')",31.0
latin,arial,"('latn.e', 'latn.l', 'latn.p')",51.0
latin,arial,"('latn.e', 'latn.l', 'latn.s')",62.0
latin,arial,"('latn.e', 'latn.l', 'latn.t')",57.0
latin,arial,"('latn.e', 'latn.l', 'latn.y')",39.0
latin,arial,"('latn.e', 'latn.l', 'latn.z')",40.0
latin,arial,"('latn.e', 'latn.p', 'latn.s')",50.0
latin,arial,"('latn.e', 'latn.p', 'latn.t')",46.0
latin,arial,"('latn.e', 'latn.p', 'latn.y')",33.0
latin,arial,"('latn.e', 'latn.p', 'latn.z')",40.0
latin,arial,"('latn.e', 'latn.s', 'latn.t')",63.0
latin,arial,"('latn.e', 'latn.s', 'latn.y')",63.0
latin,arial,"('latn.e', 'latn.s', 'latn.z')",40.0
latin,arial,"('latn.e', 'latn.t', 'latn.y')",32.0
latin,arial,"('latn.e', 'latn.t', 'latn.z')",49.0
latin,arial,"('latn.e', 'latn.y', 'latn.z')",32.0
latin,arial,"('latn.l', 'latn.p', 'latn.s')",36.0
latin,arial,"('latn.l', 'latn.p', 'latn.t')",55.0
latin,arial,"('latn.l', 'latn.p', 'latn.y')",46.0
latin,arial,"('latn.l', 'latn.p', 'latn.z')",26.0
latin,arial,"('latn.l', 'latn.s', 'latn.t')",51.0
latin,arial,"('latn.l', 'latn.s', 'latn.y')",28.0
latin,arial,"('latn.l', 'latn.s', 'latn.z')",58.0
latin,arial,"('latn.l', 'latn.t', 'latn.y')",52.0
latin,arial,"('latn.l', 'latn.t', 'latn.z')",45.0
latin,arial,"('latn.l', 'latn.y', 'latn.z')",37.0
latin,arial,"('latn.p', 'latn.s', 'latn.t')",37.0
latin,arial,"('latn.p', 'latn.s', 'latn.y')",43.0
latin,arial,"('latn.p', 'latn.s', 'latn.z')",48.0
latin,arial,"('latn.p', 'latn.t', 'latn.y')",43.0
latin,arial,"('latn.p', 'latn.t', 'latn.z')",25.0
latin,arial,"('latn.p', 'latn.y', 'latn.z')",37.0
latin,arial,"('latn.s', 'latn.t', 'latn.y')",38.0
latin,arial,"('latn.s', 'latn.t', 'latn.z')",53.0
latin,arial,"('latn.s', 'latn.y', 'latn.z')",53.0
latin,arial,"('latn.t', 'latn.y', 'latn.z')",36.0
latin,calibri,"('latn.d', 'latn.i', 'latn.j')",74.0
latin,calibri,"('latn.d', 'latn.i', 'latn.o')",66.0
latin,calibri,"('latn.d', 'latn.i', 'latn.p')",75.0
latin,calibri,"('latn.d', 'latn.i', 'latn.r')",43.0
latin,calibri,"('latn.d', 'latn.i', 'latn.v')",26.0
latin,calibri,"('latn.d', 'latn.i', 'latn.x')",40.0
latin,calibri,"('latn.d', 'latn.j', 'latn.o')",66.0
latin,calibri,"('latn.d', 'latn.j', 'latn.p')",72.0
latin,calibri,"('latn.d', 'latn.j', 'latn.r')",35.0
latin,calibri,"('latn.d', 'latn.j', 'latn.v')",37.0
latin,calibri,"('latn.d', 'latn.j', 'latn.x')",47.0
latin,calibri,"('latn.d', 'latn.o', 'latn.p')",68.0
latin,calibri,"('latn.d', 'latn.o', 'latn.r')",61.0
latin,calibri,"('latn.d', 'latn.o', 'latn.v')",66.0
latin,calibri,"('latn.d', 'latn.o', 'latn.x')",73.0
latin,calibri,"('latn.d', 'latn.p', 'latn.r')",70.0
latin,calibri,"('latn.d', 'latn.p', 'latn.v')",73.0
latin,calibri,"('latn.d', 'latn.p', 'latn.x')",75.0
latin,calibri,"('latn.d', 'latn.r', 'latn.v')",42.0
latin,calibri,"('latn.d', 'latn.r', 'latn.x')",50.0
latin,calibri,"('latn.d', 'latn.v', 'latn.x')",67.0
latin,calibri,"('latn.i', 'latn.j', 'latn.o')",74.0
latin,calibri,"('latn.i', 'latn.j', 'latn.p')",72.0
latin,calibri,"('latn.i', 'latn.j', 'latn.r')",69.0
latin,calibri,"('latn.i', 'latn.j', 'latn.v')",74.0
latin,calibri,"('latn.i', 'latn.j', 'latn.x')",74.0
latin,calibri,"('latn.i', 'latn.o', 'latn.p')",70.0
latin,calibri,"('latn.i', 'latn.o', 'latn.r')",55.0
latin,calibri,"('latn.i', 'latn.o', 'latn.v')",36.0
latin,calibri,"('latn.i', 'latn.o', 'latn.x')",34.0
latin,calibri,"('latn.i', 'latn.p', 'latn.r')",38.0
latin,calibri,"('latn.i', 'latn.p', 'latn.v')",30.0
latin,calibri,"('latn.i', 'latn.p', 'latn.x')",34.0
latin,calibri,"('latn.i', 'latn.r', 'latn.v')",46.0
latin,calibri,"('latn.i', 'latn.r', 'latn.x')",59.0
latin,calibri,"('latn.i', 'latn.v', 'latn.x')",68.0
latin,calibri,"('latn.j', 'latn.o', 'latn.p')",64.0
latin,calibri,"('latn.j', 'latn.o', 'latn.r')",46.0
latin,calibri,"('latn.j', 'latn.o', 'latn.v')",42.0
latin,calibri,"('latn.j', 'latn.o', 'latn.x')",32.0
latin,calibri,"('latn.j', 'latn.p', 'latn.r')",41.0
latin,calibri,"('latn.j', 'latn.p', 'latn.v')",44.0
latin,calibri,"('latn.j', 'latn.p', 'latn.x')",54.0
latin,calibri,"('latn.j', 'latn.r', 'latn.v')",40.0
latin,calibri,"('latn.j', 'latn.r', 'latn.x')",53.0
latin,calibri,"('latn.j', 'latn.v', 'latn.x')",67.0
latin,calibri,"('latn.o', 'latn.p', 'latn.r')",60.0
latin,calibri,"('latn.o', 'latn.p', 'latn.v')",67.0
latin,calibri,"('latn.o', 'latn.p', 'latn.x')",67.0
latin,calibri,"('latn.o', 'latn.r', 'latn.v')",33.0
latin,calibri,"('latn.o', 'latn.r', 'latn.x')",34.0
latin,calibri,"('latn.o', 'latn.v', 'latn.x')",65.0
latin,calibri,"('latn.p', 'latn.r', 'latn.v')",49.0
latin,calibri,"('latn.p', 'latn.r', 'latn.x')",54.0
latin,calibri,"('latn.p', 'latn.v', 'latn.x')",61.0
latin,calibri,"('latn.r', 'latn.v', 'latn.x')",63.0
latin,cambria,"('latn.b', 'latn.f', 'latn.i')",37.0
latin,cambria,"('latn.b', 'latn.f', 'latn.m')",38.0
latin,cambria,"('latn.b', 'latn.f', 'latn.n')",34.0
latin,cambria,"('latn.b', 'latn.f', 'latn.p')",60.0
latin,cambria,"('latn.b', 'latn.f', 'latn.q')",67.0
latin,cambria,"('latn.b', 'latn.f', 'latn.z')",60.0
latin,cambria,"('latn.b', 'latn.i', 'latn.m')",38.0
latin,cambria,"('latn.b', 'latn.i', 'latn.n')",51.0
latin,cambria,"('latn.b', 'latn.i', 'latn.p')",66.0
latin,cambria,"('latn.b', 'latn.i', 'latn.q')",71.0
latin,cambria,"('latn.b', 'latn.i', 'latn.z')",36.0
latin,cambria,"('latn.b', 'latn.m', 'latn.n')",73.0
latin,cambria,"('latn.b', 'latn.m', 'latn.p')",70.0
latin,cambria,"('latn.b', 'latn.m', 'latn.q')",69.0
latin,cambria,"('latn.b', 'latn.m', 'latn.z')",45.0
latin,cambria,"('latn.b', 'latn.n', 'latn.p')",70.0
latin,cambria,"('latn.b', 'latn.n', 'latn.q')",65.0
latin,cambria,"('latn.b', 'latn.n', 'latn.z')",44.0
latin,cambria,"('latn.b', 'latn.p', 'latn.q')",54.0
latin,cambria,"('latn.b', 'latn.p', 'latn.z')",70.0
latin,cambria,"('latn.b', 'latn.q', 'latn.z')",72.0
latin,cambria,"('latn.f', 'latn.i', 'latn.m')",36.0
latin,cambria,"('latn.f', 'latn.i', 'latn.n')",31.0
latin,cambria,"('latn.f', 'latn.i', 'latn.p')",29.0
latin,cambria,"('latn.f', 'latn.i', 'latn.q')",44.0
latin,cambria,"('latn.f', 'latn.i', 'latn.z')",52.0
latin,cambria,"('latn.f', 'latn.m', 'latn.n')",74.0
latin,cambria,"('latn.f', 'latn.m', 'latn.p')",43.0
latin,cambria,"('latn.f', 'latn.m', 'latn.q')",37.0
latin,cambria,"('latn.f', 'latn.m', 'latn.z')",44.0
latin,cambria,"('latn.f', 'latn.n', 'latn.p')",43.0
latin,cambria,"('latn.f', 'latn.n', 'latn.q')",39.0
latin,cambria,"('latn.f', 'latn.n', 'latn.z')",39.0
latin,cambria,"('latn.f', 'latn.p', 'latn.q')",72.0
latin,cambria,"('latn.f', 'latn.p', 'latn.z')",53.0
latin,cambria,"('latn.f', 'latn.q', 'latn.z')",55.0
latin,cambria,"('latn.i', 'latn.m', 'latn.n')",73.0
latin,cambria,"('latn.i', 'latn.m', 'latn.p')",42.0
latin,cambria,"('latn.i', 'latn.m', 'latn.q')",36.0
latin,cambria,"('latn.i', 'latn.m', 'latn.z')",38.0
latin,cambria,"('latn.i', 'latn.n', 'latn.p')",49.0
latin,cambria,"('latn.i', 'latn.n', 'latn.q')",41.0
latin,cambria,"('latn.i', 'latn.n', 'latn.z')",43.0
latin,cambria,"('latn.i', 'latn.p', 'latn.q')",72.0
latin,cambria,"('latn.i', 'latn.p', 'latn.z')",35.0
latin,cambria,"('latn.i', 'latn.q', 'latn.z')",35.0
latin,cambria,"('latn.m', 'latn.n', 'latn.p')",73.0
latin,cambria,"('latn.m', 'latn.n', 'latn.q')",70.0
latin,cambria,"('latn.m', 'latn.n', 'latn.z')",71.0
latin,cambria,"('latn.m', 'latn.p', 'latn.q')",69.0
latin,cambria,"('latn.m', 'latn.p', 'latn.z')",49.0
latin,cambria,"('latn.m', 'latn.q', 'latn.z')",44.0
latin,cambria,"('latn.n', 'latn.p', 'latn.q')",68.0
latin,cambria,"('latn.n', 'latn.p', 'latn.z')",51.0
latin,cambria,"('latn.n', 'latn.q', 'latn.z')",50.0
latin,cambria,"('latn.p', 'latn.q', 'latn.z')",71.0
latin,candara,"('latn.b', 'latn.d', 'latn.i')",60.0
latin,candara,"('latn.b', 'latn.d', 'latn.j')",60.0
latin,candara,"('latn.b', 'latn.d', 'latn.k')",57.0
latin,candara,"('latn.b', 'latn.d', 'latn.l')",58.0
latin,candara,"('latn.b', 'latn.d', 'latn.v')",60.0
latin,candara,"('latn.b', 'latn.d', 'latn.y')",59.0
latin,candara,"('latn.b', 'latn.i', 'latn.j')",60.0
latin,candara,"('latn.b', 'latn.i', 'latn.k')",49.0
latin,candara,"('latn.b', 'latn.i', 'latn.l')",49.0
latin,candara,"('latn.b', 'latn.i', 'latn.v')",24.0
latin,candara,"('latn.b', 'latn.i', 'latn.y')",27.0
latin,candara,"('latn.b', 'latn.j', 'latn.k')",46.0
latin,candara,"('latn.b', 'latn.j', 'latn.l')",46.0
latin,candara,"('latn.b', 'latn.j', 'latn.v')",22.0
latin,candara,"('latn.b', 'latn.j', 'latn.y')",39.0
latin,candara,"('latn.b', 'latn.k', 'latn.l')",43.0
latin,candara,"('latn.b', 'latn.k', 'latn.v')",37.0
latin,candara,"('latn.b', 'latn.k', 'latn.y')",34.0
latin,candara,"('latn.b', 'latn.l', 'latn.v')",31.0
latin,candara,"('latn.b', 'latn.l', 'latn.y')",33.0
latin,candara,"('latn.b', 'latn.v', 'latn.y')",54.0
latin,candara,"('latn.d', 'latn.i', 'latn.j')",59.0
latin,candara,"('latn.d', 'latn.i', 'latn.k')",44.0
latin,candara,"('latn.d', 'latn.i', 'latn.l')",48.0
latin,candara,"('latn.d', 'latn.i', 'latn.v')",22.0
latin,candara,"('latn.d', 'latn.i', 'latn.y')",29.0
latin,candara,"('latn.d', 'latn.j', 'latn.k')",45.0
latin,candara,"('latn.d', 'latn.j', 'latn.l')",50.0
latin,candara,"('latn.d', 'latn.j', 'latn.v')",23.0
latin,candara,"('latn.d', 'latn.j', 'latn.y')",30.0
latin,candara,"('latn.d', 'latn.k', 'latn.l')",38.0
latin,candara,"('latn.d', 'latn.k', 'latn.v')",33.0
latin,candara,"('latn.d', 'latn.k', 'latn.y')",34.0
latin,candara,"('latn.d', 'latn.l', 'latn.v')",29.0
latin,candara,"('latn.d', 'latn.l', 'latn.y')",32.0
latin,candara,"('latn.d', 'latn.v', 'latn.y')",55.0
latin,candara,"('latn.i', 'latn.j', 'latn.k')",56.0
latin,candara,"('latn.i', 'latn.j', 'latn.l')",47.0
latin,candara,"('latn.i', 'latn.j', 'latn.v')",58.0
latin,candara,"('latn.i', 'latn.j', 'latn.y')",55.0
latin,candara,"('latn.i', 'latn.k', 'latn.l')",48.0
latin,candara,"('latn.i', 'latn.k', 'latn.v')",44.0
latin,candara,"('latn.i', 'latn.k', 'latn.y')",39.0
latin,candara,"('latn.i', 'latn.l', 'latn.v')",57.0
latin,candara,"('latn.i', 'latn.l', 'latn.y')",57.0
latin,candara,"('latn.i', 'latn.v', 'latn.y')",53.0
latin,candara,"('latn.j', 'latn.k', 'latn.l')",42.0
latin,candara,"('latn.j', 'latn.k', 'latn.v')",44.0
latin,candara,"('latn.j', 'latn.k', 'latn.y')",31.0
latin,candara,"('latn.j', 'latn.l', 'latn.v')",50.0
latin,candara,"('latn.j', 'latn.l', 'latn.y')",44.0
latin,candara,"('latn.j', 'latn.v', 'latn.y')",49.0
latin,candara,"('latn.k', 'latn.l', 'latn.v')",32.0
latin,candara,"('latn.k', 'latn.l', 'latn.y')",33.0
latin,candara,"('latn.k', 'latn.v', 'latn.y')",53.0
latin,candara,"('latn.l', 'latn.v', 'latn.y')",55.0
latin,century-schoolbook,"('latn.d', 'latn.i', 'latn.j')",53.0
latin,century-schoolbook,"('latn.d', 'latn.i', 'latn.o')",49.0
latin,century-schoolbook,"('latn.d', 'latn.i', 'latn.p')",56.0
latin,century-schoolbook,"('latn.d', 'latn.i', 'latn.r')",33.0
latin,century-schoolbook,"('latn.d', 'latn.i', 'latn.v')",25.0
latin,century-schoolbook,"('latn.d', 'latn.i', 'latn.x')",36.0
latin,century-schoolbook,"('latn.d', 'latn.j', 'latn.o')",51.0
latin,century-schoolbook,"('latn.d', 'latn.j', 'latn.p')",56.0
latin,century-schoolbook,"('latn.d', 'latn.j', 'latn.r')",31.0
latin,century-schoolbook,"('latn.d', 'latn.j', 'latn.v')",41.0
latin,century-schoolbook,"('latn.d', 'latn.j', 'latn.x')",44.0
latin,century-schoolbook,"('latn.d', 'latn.o', 'latn.p')",54.0
latin,century-schoolbook,"('latn.d', 'latn.o', 'latn.r')",49.0
latin,century-schoolbook,"('latn.d', 'latn.o', 'latn.v')",47.0
latin,century-schoolbook,"('latn.d', 'latn.o', 'latn.x')",54.0
latin,century-schoolbook,"('latn.d', 'latn.p', 'latn.r')",54.0
latin,century-schoolbook,"('latn.d', 'latn.p', 'latn.v')",53.0
latin,century-schoolbook,"('latn.d', 'latn.p', 'latn.x')",59.0
latin,century-schoolbook,"('latn.d', 'latn.r', 'latn.v')",30.0
latin,century-schoolbook,"('latn.d', 'latn.r', 'latn.x')",39.0
latin,century-schoolbook,"('latn.d', 'latn.v', 'latn.x')",48.0
latin,century-schoolbook,"('latn.i', 'latn.j', 'latn.o')",52.0
latin,century-schoolbook,"('latn.i', 'latn.j', 'latn.p')",49.0
latin,century-schoolbook,"('latn.i', 'latn.j', 'latn.r')",47.0
latin,century-schoolbook,"('latn.i', 'latn.j', 'latn.v')",54.0
latin,century-schoolbook,"('latn.i', 'latn.j', 'latn.x')",55.0
latin,century-schoolbook,"('latn.i', 'latn.o', 'latn.p')",46.0
latin,century-schoolbook,"('latn.i', 'latn.o', 'latn.r')",40.0
latin,century-schoolbook,"('latn.i', 'latn.o', 'latn.v')",26.0
latin,century-schoolbook,"('latn.i', 'latn.o', 'latn.x')",27.0
latin,century-schoolbook,"('latn.i', 'latn.p', 'latn.r')",28.0
latin,century-schoolbook,"('latn.i', 'latn.p', 'latn.v')",29.0
latin,century-schoolbook,"('latn.i', 'latn.p', 'latn.x')",32.0
latin,century-schoolbook,"('latn.i', 'latn.r', 'latn.v')",31.0
latin,century-schoolbook,"('latn.i', 'latn.r', 'latn.x')",45.0
latin,century-schoolbook,"('latn.i', 'latn.v', 'latn.x')",52.0
latin,century-schoolbook,"('latn.j', 'latn.o', 'latn.p')",46.0
latin,century-schoolbook,"('latn.j', 'latn.o', 'latn.r')",32.0
latin,century-schoolbook,"('latn.j', 'latn.o', 'latn.v')",23.0
latin,century-schoolbook,"('latn.j', 'latn.o', 'latn.x')",23.0
latin,century-schoolbook,"('latn.j', 'latn.p', 'latn.r')",34.0
latin,century-schoolbook,"('latn.j', 'latn.p', 'latn.v')",37.0
latin,century-schoolbook,"('latn.j', 'latn.p', 'latn.x')",45.0
latin,century-schoolbook,"('latn.j', 'latn.r', 'latn.v')",33.0
latin,century-schoolbook,"('latn.j', 'latn.r', 'latn.x')",35.0
latin,century-schoolbook,"('latn.j', 'latn.v', 'latn.x')",55.0
latin,century-schoolbook,"('latn.o', 'latn.p', 'latn.r')",42.0
latin,century-schoolbook,"('latn.o', 'latn.p', 'latn.v')",53.0
latin,century-schoolbook,"('latn.o', 'latn.p', 'latn.x')",52.0
latin,century-schoolbook,"('latn.o', 'latn.r', 'latn.v')",32.0
latin,century-schoolbook,"('latn.o', 'latn.r', 'latn.x')",31.0
latin,century-schoolbook,"('latn.o', 'latn.v', 'latn.x')",47.0
latin,century-schoolbook,"('latn.p', 'latn.r', 'latn.v')",34.0
latin,century-schoolbook,"('latn.p', 'latn.r', 'latn.x')",39.0
latin,century-schoolbook,"('latn.p', 'latn.v', 'latn.x')",50.0
latin,century-schoolbook,"('latn.r', 'latn.v', 'latn.x')",47.0
latin,courier-new,"('latn.c', 'latn.e', 'latn.f')",81.0
latin,courier-new,"('latn.c', 'latn.e', 'latn.h')",77.0
latin,courier-new,"('latn.c', 'latn.e', 'latn.k')",80.0
latin,courier-new,"('latn.c', 'latn.e', 'latn.o')",42.0
latin,courier-new,"('latn.c', 'latn.e', 'latn.w')",77.0
latin,courier-new,"('latn.c', 'latn.e', 'latn.y')",78.0
latin,courier-new,"('latn.c', 'latn.f', 'latn.h')",65.0
latin,courier-new,"('latn.c', 'latn.f', 'latn.k')",70.0
latin,courier-new,"('latn.c', 'latn.f', 'latn.o')",80.0
latin,courier-new,"('latn.c', 'latn.f', 'latn.w')",43.0
latin,courier-new,"('latn.c', 'latn.f', 'latn.y')",62.0
latin,courier-new,"('latn.c', 'latn.h', 'latn.k')",71.0
latin,courier-new,"('latn.c', 'latn.h', 'latn.o')",74.0
latin,courier-new,"('latn.c', 'latn.h', 'latn.w')",34.0
latin,courier-new,"('latn.c', 'latn.h', 'latn.y')",56.0
latin,courier-new,"('latn.c', 'latn.k', 'latn.o')",78.0
latin,courier-new,"('latn.c', 'latn.k', 'latn.w')",56.0
latin,courier-new,"('latn.c', 'latn.k', 'latn.y')",66.0
latin,courier-new,"('latn.c', 'latn.o', 'latn.w')",78.0
latin,courier-new,"('latn.c', 'latn.o', 'latn.y')",78.0
latin,courier-new,"('latn.c', 'latn.w', 'latn.y')",56.0
latin,courier-new,"('latn.e', 'latn.f', 'latn.h')",75.0
latin,courier-new,"('latn.e', 'latn.f', 'latn.k')",63.0
latin,courier-new,"('latn.e', 'latn.f', 'latn.o')",81.0
latin,courier-new,"('latn.e', 'latn.f', 'latn.w')",37.0
latin,courier-new,"('latn.e', 'latn.f', 'latn.y')",59.0
latin,courier-new,"('latn.e', 'latn.h', 'latn.k')",77.0
latin,courier-new,"('latn.e', 'latn.h', 'latn.o')",79.0
latin,courier-new,"('latn.e', 'latn.h', 'latn.w')",35.0
latin,courier-new,"('latn.e', 'latn.h', 'latn.y')",63.0
latin,courier-new,"('latn.e', 'latn.k', 'latn.o')",80.0
latin,courier-new,"('latn.e', 'latn.k', 'latn.w')",64.0
latin,courier-new,"('latn.e', 'latn.k', 'latn.y')",69.0
latin,courier-new,"('latn.e', 'latn.o', 'latn.w')",81.0
latin,courier-new,"('latn.e', 'latn.o', 'latn.y')",80.0
latin,courier-new,"('latn.e', 'latn.w', 'latn.y')",60.0
latin,courier-new,"('latn.f', 'latn.h', 'latn.k')",44.0
latin,courier-new,"('latn.f', 'latn.h', 'latn.o')",71.0
